Year,Agriculture,Industry,Services,GDP,w1,w2,w3
1291,60.74801430618237,20.75057315737491,41.154104124880796,37.27771668709972,0.2579172097922894,0.47298920723394217,0.28660473700700606
1292,64.59430617546585,22.73342757766025,41.331730309468014,39.2585188003028,0.25791720979235333,0.47298920723406496,0.28660473700684974
1293,65.43886239719453,24.2738227716065,41.25683866796799,40.1834703869195,0.2579172097923562,0.4729892072340584,0.2866047370068489
1294,63.76353965071872,24.71308801572178,40.97968104152788,39.87970884959106,0.2579172097923473,0.4729892072340638,0.28660473700685984
1295,69.98076940281078,27.018267024323194,41.44537055027671,42.70703301088144,0.25791720979235044,0.47298920723406845,0.28660473700685224
1296,73.9276075305573,28.335795457142044,41.670260071157415,44.41262161922682,0.2579172097923142,0.4729892072341687,0.28660473700684813
1297,68.74886498438552,26.789013023452707,42.187650818578064,42.49361003350524,0.2579172097923953,0.47298920723392146,0.2866047370068723
1298,77.4494885105034,26.5128005944945,42.495175567940876,44.695143128928336,0.2579172097923498,0.4729892072340653,0.2866047370068553
1299,71.21947769882223,26.571804570420948,42.23627378270636,43.04202188913273,0.2579172097923462,0.472989207234005,0.28660473700689926
1300,69.95877686654903,26.49101167181021,42.4667578392835,42.74470910144546,0.2579172097923493,0.47298920723408433,0.28660473700684425
1301,73.04389226557284,25.380824971215304,42.56682523853058,43.04398692029707,0.2579172097923466,0.4729892072340603,0.2866047370068638
1302,72.07892318725597,28.52768346980325,42.1186657169806,44.15509025279564,0.2579172097923492,0.47298920723406684,0.28660473700685546
1303,74.91914551934084,30.68868941804753,42.37943913196998,45.984503858186464,0.25791720979234833,0.472989207234067,0.28660473700685696
1304,64.78873319811666,26.933953596726102,42.380516497557345,41.59605543683093,0.25791720979235017,0.47298920723406473,0.28660473700685524
1305,69.8733597362892,26.32621712012676,42.825916608719666,42.74766911384108,0.2579172097923484,0.4729892072340697,0.2866047370068549
1306,67.45699827048877,25.436896173324254,42.15704966430487,41.512108262430736,0.25791720979234767,0.4729892072340591,0.28660473700686256
1307,72.54563593943615,26.893003025517714,42.159260797430406,43.5139120385449,0.25791720979237653,0.4729892072339735,0.28660473700686806
1308,72.75123777708816,28.024143874926477,41.88708729063956,44.02395148813818,0.25791720979234933,0.4729892072340664,0.28660473700685546
1309,75.3386387692984,28.948799949921945,41.816444203987416,45.10839243326799,0.25791720979235594,0.472989207234058,0.28660473700684963
1310,72.15013841495423,29.392852336825936,41.85334131415288,44.50663019146103,0.25791720979234833,0.472989207234079,0.2866047370068487
1311,76.0314251045905,30.468283382161342,42.04357803896118,46.07087084890703,0.2579172097923492,0.4729892072340714,0.28660473700685246
1312,73.12308369789933,29.43796040248923,42.09811580137009,44.849058679871675,0.25791720979234634,0.47298920723408233,0.2866047370068498
1313,75.6527204072219,29.86943054846708,41.88209485857682,45.64366361852244,0.2579172097923408,0.4729892072340981,0.2866047370068485
1314,73.108880564862,31.500624433425013,41.514789691741406,45.65382924597156,0.25791720979234695,0.4729892072340681,0.2866047370068588
1315,58.76769709454587,29.30379263712985,41.87505796356293,41.019168083728516,0.25791720979235033,0.47298920723407156,0.28660473700685013
1316,54.16623542476315,27.527717558143543,40.91685271374373,38.71768142167078,0.25791720979235505,0.4729892072340432,0.2866047370068633
1317,60.0812457076689,28.197813197729864,40.70652020396059,40.49993008141944,0.25791720979235205,0.47298920723405186,0.2866047370068615
1318,73.68579088541324,29.96991865905737,40.136715779222314,44.68365452414824,0.25791720979235283,0.47298920723404864,0.2866047370068625
1319,74.32983143826424,30.537339902751263,39.27563525923523,44.8713580347826,0.25791720979235166,0.4729892072340573,0.28660473700685823
1320,71.29366237971708,29.061564041780137,39.29446267161671,43.39564775378247,0.25791720979235483,0.4729892072340514,0.2866047370068568
1321,54.979052743179395,24.26552370112288,38.514125686962835,36.695705562621754,0.2579172097923547,0.47298920723405175,0.2866047370068568
1322,60.00834788940415,26.095954041228847,37.65556769417126,38.61255434169299,0.2579172097923526,0.47298920723406035,0.28660473700685446
1323,64.82848304785318,26.486546834624896,37.69745924552596,40.052502645340745,0.2579172097923534,0.47298920723405546,0.2866047370068564
1324,56.361148673700974,24.041685405923587,36.91887848572041,36.4890933863193,0.25791720979235305,0.47298920723406057,0.2866047370068534
1325,66.5549259173986,25.117807505067237,36.43085123300026,39.48736718640152,0.25791720979234894,0.47298920723407195,0.2866047370068524
1326,68.16964617207213,25.91458329959237,36.28535453456051,40.238997637486165,0.25791720979234795,0.47298920723408344,0.2866047370068464
1327,65.34709723543483,26.21694528619411,36.76102757327545,39.790357793748925,0.2579172097923506,0.47298920723407784,0.2866047370068454
1328,56.67282788730503,25.3708692886737,36.8703322415025,37.18425686685586,0.2579172097923507,0.47298920723405996,0.2866047370068578
1329,62.88516583634818,26.210200276568983,37.467793887553256,39.35475557346984,0.2579172097923469,0.4729892072340961,0.28660473700683886
1330,61.66934385367199,25.121617523379562,37.596883483278596,38.56328395628723,0.2579172097923499,0.47298920723407295,0.28660473700684996
1331,57.05885419635891,24.18507592600657,37.76488838108704,36.97933625996562,0.25791720979234956,0.47298920723407345,0.2866047370068503
1332,63.897138669514,24.838681884457603,38.14032712203415,39.15979859679069,0.25791720979235133,0.47298920723406646,0.2866047370068522
1333,68.30920425566498,25.320482925285692,38.324299091144596,40.57836017236095,0.25791720979235255,0.47298920723403565,0.28660473700687017
1334,64.67692170648095,24.768460874956915,38.670820439298005,39.479746179992006,0.2579172097923508,0.47298920723405563,0.2866047370068601
1335,60.465908328713994,23.820647510211973,39.064092196011615,38.05806141560865,0.2579172097923409,0.47298920723410925,0.28660473700684225
1336,63.26062691836437,26.629558789893654,39.04849607655804,40.10298223405923,0.25791720979235255,0.4729892072340635,0.2866047370068522
1337,71.76920585582626,31.62514264084702,39.24693156794825,44.71722097006381,0.25791720979234806,0.47298920723406984,0.2866047370068552
1338,74.05938723000915,32.13119672375267,40.349285259283576,45.86319606929628,0.257917209792348,0.4729892072340705,0.28660473700685474
1339,55.060413651058234,24.2603794288913,41.82453443220519,37.66303558353879,0.25791720979234856,0.472989207234071,0.2866047370068534
1340,68.07140508136953,27.02578565890808,42.26799493205728,42.453899370225685,0.2579172097923507,0.4729892072340657,0.28660473700685357
1341,64.54206718050521,29.99095810398585,43.004727575619796,43.157268016082604,0.25791720979234994,0.47298920723406845,0.286604737006853
1342,70.09994429619684,31.384310504413538,43.709855047542995,45.45187369505337,0.25791720979234894,0.4729892072340654,0.28660473700685674
1343,66.26622945439068,31.362013520520414,43.724518688714966,44.45674909620154,0.25791720979235006,0.47298920723405963,0.28660473700685907
1344,75.25515463528724,33.186159432271644,44.15921419068443,47.76253471658908,0.25791720979234894,0.4729892072340737,0.2866047370068507
1345,67.61795991520457,30.647666241702083,44.722748177485094,44.75360239204933,0.2579172097923485,0.4729892072340757,0.2866047370068498
1346,61.5613249355788,29.439256721887432,45.297747878333844,42.78472497462305,0.25791720979234534,0.472989207234085,0.2866047370068483
1347,67.34509613660671,29.99677191687998,45.96242374830924,44.730657027879104,0.2579172097923536,0.4729892072340528,0.28660473700685796
1348,71.01096495755947,30.717619634769722,46.424252170806994,46.14946308983742,0.257917209792352,0.472989207234045,0.28660473700686523
1349,49.92346820907887,23.96266956708591,38.76405976974176,35.32016886101538,0.25791720979234734,0.4729892072340784,0.28660473700685035
1350,51.51874345833708,21.683956712856588,32.19591867357402,32.771350864227784,0.25791720979241073,0.47298920723372595,0.2866047370069865
1351,53.851937792372155,19.503073516325856,26.97031887210678,30.84390596576567,0.25791720979234717,0.4729892072340849,0.2866047370068465
1352,56.733993998407136,20.582515680536964,26.369461370255653,31.92559374809953,0.25791720979235083,0.472989207234058,0.28660473700685857
1353,54.28283729849361,22.1572190436701,26.13726090213656,31.97166619255304,0.2579172097923468,0.4729892072340689,0.28660473700685873
1354,52.89719356468334,19.274450652670332,27.26748422119538,30.5746938481819,0.25791720979234706,0.4729892072340692,0.28660473700685796
1355,58.60510887367191,18.21108291108858,26.984074847042862,31.462675504173983,0.2579172097923505,0.4729892072340664,0.2866047370068532
1356,52.67198496101917,20.6188922140533,26.688788624809227,30.986658122585386,0.25791720979235017,0.4729892072340635,0.2866047370068559
1357,54.909970293421104,20.442535447463435,26.845987727264774,31.52551221527198,0.25791720979234956,0.4729892072340624,0.286604737006858
1358,56.40902880302666,19.999404296457083,26.628550873252767,31.640230519210004,0.25791720979233634,0.4729892072339667,0.28660473700695793
1359,56.53134900616107,20.714706219451198,26.36917395338046,31.935770440288007,0.2579172097923529,0.4729892072340638,0.28660473700685013
1360,55.60411841857747,20.51752008071062,26.612596862970133,31.67312095784826,0.25791720979235344,0.4729892072340634,0.28660473700684913
1361,51.868888531106805,20.343350141978668,26.220905513321924,30.51509978984021,0.2579172097923512,0.47298920723407195,0.2866047370068473
1362,51.9871330214879,18.30599745751612,26.52491636302676,29.66908219741937,0.2579172097923515,0.4729892072340632,0.28660473700685346
1363,50.69055586060641,17.41701493327619,25.989874470218272,28.76084795344312,0.25791720979236754,0.47298920723406085,0.2866047370068235
1364,57.76403941990752,20.47790925939223,25.53722622447398,31.903259945878844,0.2579172097923481,0.4729892072340707,0.286604737006855
1365,52.954841891286215,19.945984515029558,25.62229471220561,30.435671506366177,0.25791720979235155,0.47298920723406235,0.2866047370068538
1366,57.93994536863124,19.15931075548657,25.473350039108183,31.30663903902941,0.25791720979235044,0.4729892072340683,0.2866047370068514
1367,50.86014951316126,18.860383101732054,25.456624607218448,29.33445470410938,0.25791720979235,0.47298920723406446,0.2866047370068554
1368,49.632249591670046,19.32611961212136,24.93309851988094,29.08800146870553,0.2579172097923496,0.4729892072340746,0.28660473700684874
1369,44.81980792277431,17.868412177454022,24.80195660256944,27.119724162551353,0.2579172097923491,0.47298920723407384,0.2866047370068504
1370,55.4594979335539,19.1070641962504,24.429325740997406,30.342954589515053,0.2579172097923503,0.4729892072340674,0.2866047370068531
1371,53.65640601910475,17.813655443024217,24.60153975935839,29.315495126564365,0.25791720979234983,0.4729892072340704,0.2866047370068517
1372,47.44584357772951,15.225644375289995,24.54933208667623,26.474619920904292,0.2579172097923432,0.4729892072340806,0.28660473700685873
1373,54.94441425411665,15.584175198213979,24.702271458265063,28.6220447052648,0.25791720979234983,0.4729892072340661,0.2866047370068547
1374,47.77245207013691,14.50890009551662,24.773018036344737,26.2839550160578,0.2579172097923497,0.47298920723407023,0.28660473700685246
1375,44.7692714009963,13.8550108682649,25.15966970720439,25.310916690594038,0.2579172097923514,0.4729892072340594,0.2866047370068555
1376,56.53226636919355,15.821194949158675,24.928664079097853,29.208572074000536,0.25791720979235166,0.47298920723405646,0.2866047370068567
1377,57.127832109322384,17.41242926089275,24.609943875203708,30.02346866335738,0.2579172097923492,0.47298920723407134,0.2866047370068528
1378,54.929671634249395,16.92396925754841,25.46931989485489,29.47179017530546,0.2579172097923502,0.47298920723407056,0.286604737006851
1379,47.18066663203361,15.854543230407733,25.04726339109452,26.846398064431977,0.25791720979235083,0.47298920723406834,0.28660473700685124
1380,48.385501034455146,17.129871413967347,25.348352358387196,27.84665558255808,0.257917209792351,0.47298920723406646,0.28660473700685213
1381,50.018160569628115,17.245564537747473,25.447313340930616,28.350830859685757,0.2579172097923491,0.47298920723406757,0.286604737006855
1382,52.743965201923125,17.50084610227524,25.206339182839464,29.10554387450865,0.2579172097923506,0.4729892072340704,0.2866047370068503
1383,46.71904387789523,17.868364515782634,24.79565813477017,27.60774208667013,0.2579172097923507,0.4729892072340692,0.28660473700685085
1384,57.03133178378811,19.193337570631407,25.150553012975013,30.99587111798581,0.25791720979234983,0.472989207234063,0.286604737006857
1385,47.489288486345764,18.31608059071554,24.870633149518337,28.039654492671737,0.2579172097923499,0.47298920723406207,0.2866047370068575
1386,55.72314360748163,20.45036010594265,24.692236900239877,31.121669397165267,0.25791720979234944,0.472989207234068,0.286604737006854
1387,56.569546353632745,19.920179007972038,24.828040357261035,31.12812320867771,0.25791720979235067,0.4729892072340633,0.2866047370068551
1388,48.739652915222806,18.911051376058747,24.635300392128798,28.576112274437495,0.2579172097923508,0.47298920723406346,0.2866047370068548
1389,49.99312799943372,20.187980623805622,24.155648479110273,29.365908312901684,0.2579172097923504,0.472989207234067,0.2866047370068528
1390,44.089537907529824,19.011728370464645,24.329737624237787,27.336810981480053,0.25791720979234967,0.4729892072340677,0.2866047370068538
1391,54.60503110875519,20.295733037827198,23.525271398564797,30.42569416619128,0.2579172097923508,0.4729892072340633,0.286604737006855
1392,64.61525259639198,22.518270025607023,23.503451472968866,34.05248487554743,0.2579172097923501,0.4729892072340664,0.28660473700685385
1393,46.487093767933544,19.603294028777736,23.49707087218185,27.996339835581747,0.2579172097923493,0.4729892072340704,0.2866047370068525
1394,54.91094200510523,20.56072245552875,23.38119836758848,30.58863897247429,0.2579172097923511,0.47298920723405896,0.2866047370068584
1395,49.288947421522586,20.589925028139746,23.294531832543232,29.127603278193476,0.25791720979235094,0.4729892072340601,0.2866047370068577
1396,49.31808930203803,20.666233096087915,23.23428607790861,29.153945644605653,0.2579172097923511,0.4729892072340658,0.28660473700685235
1397,46.51655400784147,20.85231940484053,22.695972793590542,28.36511515676642,0.2579172097923451,0.4729892072340501,0.28660473700687905
1398,53.005143388056304,21.32198016887458,22.51350455090308,30.208482234941574,0.25791720979235006,0.47298920723406557,0.28660473700685474
1399,47.80173337088095,21.33788083432825,22.43829503190443,28.852398680640547,0.2579172097923501,0.4729892072340652,0.28660473700685507
1400,44.7360237108382,21.35176385818499,21.867314354224803,27.904620152574513,0.25791720979235,0.47298920723406057,0.28660473700685957
1401,43.919880025003245,21.06436120368903,21.749494083427294,27.524416448901313,0.25791720979234767,0.472989207234057,0.2866047370068679
1402,47.02956906458037,20.624473613267888,22.163448265834454,28.237037916227187,0.2579172097923454,0.47298920723405646,0.28660473700687317
1403,48.42221336153406,21.053695318655333,21.733544230826404,28.676029548797906,0.2579172097923499,0.47298920723406396,0.28660473700685657
1404,49.51737997867528,21.398740058974838,21.813811583583018,29.14469930865975,0.2579172097923623,0.4729892072340332,0.28660473700685873
1405,50.59973468850106,20.972267675220685,21.638312576490033,29.17184153395167,0.25791720979234767,0.4729892072340723,0.28660473700685357
1406,44.64695084178506,19.52547711883764,21.9285366829137,27.035379419106967,0.2579172097923476,0.472989207234072,0.28660473700685407
1407,45.09407105527624,19.37847822804712,21.82679824771914,27.05201181073065,0.25791720979234867,0.472989207234068,0.2866047370068555
1408,38.556841861412515,18.59776843369154,21.876249072647056,25.01085343123734,0.25791720979235216,0.4729892072340611,0.2866047370068543
1409,42.06877994560559,18.336062826904985,22.12891476513294,25.8652739597388,0.25791720979235166,0.47298920723406535,0.28660473700685163
1410,47.912230816231094,18.651232559435588,21.93441881911599,27.46572892632594,0.2579172097923497,0.47298920723406357,0.2866047370068568
1411,44.93722361797435,19.14550888916193,21.75734117057933,26.881459447102586,0.2579172097923498,0.4729892072340624,0.28660473700685757
1412,42.90819676340152,18.92768463157157,21.71558988258382,26.243143862347754,0.2579172097923482,0.47298920723405585,0.28660473700686673
1413,36.22013105665669,17.160691540679093,22.044913457907892,23.77679365180283,0.25791720979234484,0.47298920723408694,0.2866047370068462
1414,43.37384398585624,20.15673184766942,21.91973745742158,27.00307802510315,0.2579172097923521,0.4729892072340611,0.28660473700685435
1415,43.121972807360535,21.37996016304665,22.248402673313024,27.610886912438836,0.2579172097923491,0.4729892072340684,0.2866047370068536
1416,40.29401695709888,20.9561926782721,22.000224371437227,26.60994190650839,0.2579172097923491,0.4729892072340684,0.2866047370068536
1417,48.783215154056265,21.42390890155631,22.180552708945253,29.072359900249968,0.25791720979235067,0.47298920723404775,0.28660473700687034
1418,44.87908372534864,20.34192980568658,22.237810741850076,27.57006320415804,0.25791720979235006,0.47298920723406385,0.28660473700685607
1419,48.9244363471109,21.1537472433505,22.31489314024672,29.0195023317689,0.25791720979234706,0.4729892072340778,0.28660473700684935
1420,46.44498680329991,20.97587285187799,22.308929565712678,28.294167767487483,0.2579172097923509,0.4729892072340578,0.28660473700685996
1421,39.79534817382543,20.627768880476818,22.2812957510191,26.40654212238518,0.25791720979234867,0.47298920723408966,0.28660473700683453
1422,42.47996302974933,20.877147493720855,22.420258354688112,27.256731228449933,0.2579172097923623,0.4729892072338155,0.28660473700706407
1423,47.21583329172301,21.10226116090492,22.991692031102644,28.748445605881344,0.25791720979235006,0.4729892072340562,0.2866047370068631
1424,49.362657537260056,20.63029483671904,22.57486464675688,28.9594488448193,0.2579172097923505,0.4729892072340577,0.2866047370068607
1425,45.52429866711898,20.708269843102343,22.36156169835291,27.945217735873996,0.2579172097923502,0.4729892072340522,0.28660473700686623
1426,44.2528632211143,19.82859927343475,21.959763426034655,27.08606067966759,0.2579172097923501,0.4729892072340504,0.2866047370068681
1427,43.45120896798004,18.893529861497075,21.70408410511218,26.36374360708872,0.25791720979229626,0.47298920723410076,0.2866047370069314
1428,40.67667039486519,17.135732159524146,21.426465357630583,24.737156170205516,0.2579172097923406,0.47298920723408,0.2866047370068606
1429,41.73581620658611,18.501597313530038,21.141846578315448,25.574794488716883,0.2579172097923516,0.47298920723406257,0.28660473700685374
1430,44.039282311001315,19.02709453730014,20.738097155432392,26.30173605733156,0.2579172097923476,0.4729892072340686,0.28660473700685657
1431,43.28954862617788,19.71022167129952,20.665178316585877,26.410579714174563,0.2579172097923476,0.47298920723406856,0.28660473700685657
1432,43.78347503238035,18.725924501540376,20.619672016656597,26.05936757557457,0.2579172097923133,0.4729892072340413,0.2866047370069543
1433,45.75077788888406,19.364013247858342,20.414664011346723,26.8098216639603,0.2579172097923499,0.472989207234062,0.28660473700685796
1434,48.29912406031191,21.432007758571,20.21405296115478,28.38772700498544,0.2579172097923475,0.47298920723406956,0.2866047370068562
1435,41.28609033029165,18.417053625308654,20.38080313666799,25.200695538018955,0.25791720979235155,0.4729892072340641,0.2866047370068522
1436,37.884805331319775,16.89825707917772,19.868932750693244,23.45836674971736,0.25791720979242444,0.4729892072338949,0.28660473700685746
1437,33.88246701838307,16.917661761899076,20.06844742492567,22.492454875634092,0.2579172097923521,0.47298920723405735,0.28660473700685735
1438,35.681175100634725,18.106361239536213,20.326850416604607,23.592674190478455,0.2579172097923508,0.4729892072340685,0.2866047370068502
1439,39.28678000431541,18.458971157974073,20.083226226267865,24.619578585634212,0.25791720979234817,0.4729892072340735,0.2866047370068503
1440,43.34916293694809,16.311598407862537,20.70425957445015,24.829644021443876,0.25791720979234917,0.4729892072340639,0.2866047370068571
1441,34.32545653754615,15.384895221605602,20.2451974487425,21.932384859707557,0.2579172097923499,0.4729892072340646,0.286604737006855
1442,34.64531287542697,16.880935929783814,20.11936896540888,22.68642938308548,0.2579172097923497,0.4729892072340668,0.2866047370068536
1443,50.65663054955423,18.01133823795118,20.37207109775969,27.423117482474435,0.2579172097923499,0.4729892072340658,0.2866047370068542
1444,52.46334861628965,16.928237934135854,20.32237716316464,27.362563894016226,0.25791720979234994,0.4729892072340671,0.2866047370068531
1445,38.53418945570534,16.719524364319238,20.014877298053687,23.583143844668452,0.2579172097923497,0.4729892072340669,0.2866047370068538
1446,43.72449399802737,16.893624812124976,20.211147611047576,25.06041234442131,0.25791720979235,0.47298920723414667,0.28660473700678657
1447,44.80318034916392,17.76670973798158,19.830893361563,25.6426011961072,0.2579172097923501,0.47298920723406496,0.28660473700685457
1448,46.53461693970165,18.35483825523761,20.209083167724337,26.475737921533288,0.25791720979233884,0.4729892072340837,0.28660473700686334
1449,39.42349009751385,18.11397594976215,19.30855155353564,24.269634030546413,0.25791720979234745,0.47298920723405335,0.2866047370068711
1450,41.99774592788385,17.94452677254904,19.80914732720044,24.996904399668583,0.25791720979234795,0.4729892072340577,0.28660473700686606
1451,43.29172604404691,17.58965533476892,19.7195889432308,25.11120777671693,0.22627105358766983,0.3961282968402485,0.42332439724603044
1452,42.23652621857344,17.68191377054547,19.55528304748938,24.851832864534735,0.24692736592512687,0.5080980981800628,0.27810039503647205
1453,42.9740560313928,17.791009711652322,19.68152263599823,25.12448787813458,0.2469273659251279,0.5080980981800659,0.2781003950364669
1454,42.71327387560377,18.26655653563502,19.31906197119285,25.20091761011893,0.24692736592512435,0.5080980981800516,0.2781003950364876
1455,43.29020800614903,17.624402871219708,19.492684433584063,25.065385855036205,0.24692736592512468,0.5080980981800516,0.2781003950364869
1456,43.856163220616665,17.789243598206784,19.886270835161334,25.398347479020668,0.246927365925122,0.50809809818005,0.2781003950364943
1457,36.23935217026066,17.709362380830036,19.204476826765763,23.287353711909127,0.24692736592512374,0.5080980981800471,0.27810039503649303
1458,41.56509047413222,17.691857545104757,19.628343387869265,24.71140752723534,0.24692736592513928,0.5080980981802263,0.2781003950362984
1459,41.81233533634898,17.049520246043873,19.404835821074975,24.38393114713896,0.2469273659251257,0.5080980981800683,0.2781003950364696
1460,41.427573315200526,17.574619965002583,18.99351329326537,24.441336085835292,0.2469273659251196,0.5080980981800584,0.2781003950364917
1461,41.80056713534719,17.59602213548497,19.169384172769696,24.59322263053505,0.2469273659251494,0.5080980981800415,0.2781003950364423
1462,49.94027025168695,18.259003178465036,19.207916859834665,26.950713443027546,0.24692736592512476,0.5080980981800625,0.2781003950364766
1463,50.73418683263345,18.7442481775269,19.017092079646726,27.340236787546637,0.24692736592512693,0.5080980981800346,0.2781003950364976
1464,43.41066700919785,17.467372716709452,19.412917552570246,24.993160555376665,0.24692736592512887,0.5080980981800308,0.27810039503649603
1465,40.79436951212328,17.694384671624842,18.887694183073396,24.316404621964722,0.246927365925124,0.5080980981800555,0.2781003950364848
1466,38.31051490349096,18.46433779134028,19.20870954787922,24.183559161694653,0.24692736592512418,0.5080980981800488,0.2781003950364905
1467,41.24244699820564,18.491174379182247,19.424534680800605,24.981190104882263,0.24692736592512252,0.5080980981800406,0.27810039503650175
1468,45.62670523011733,18.628522579077952,19.399364757191893,26.126570035080615,0.24692736592512624,0.5080980981800792,0.27810039503645717
1469,44.57867846393442,18.385533369148778,19.70781766453384,25.8301020662267,0.24692736592512715,0.5080980981800526,0.27810039503648054
1470,41.792215295150065,18.531882322016603,19.469107657059215,25.15002233295633,0.24692736592512635,0.508098098180055,0.27810039503648
1471,37.61830657220074,18.587860878878022,19.266318291277713,24.09141684193367,0.24692736592512407,0.508098098180046,0.2781003950364938
1472,39.646832855553,18.97585069073581,19.826325955685117,24.94519073200506,0.24692736592512812,0.5080980981801113,0.27810039503642275
1473,40.25403519467183,18.381856153906238,19.82363697413134,24.792570304862455,0.24692736592511655,0.5080980981800319,0.27810039503652206
1474,43.93102877920183,18.942797151237574,20.454901312027854,26.16108856089077,0.2469273659251245,0.508098098180037,0.2781003950365011
1475,41.904934840621586,18.536586498142825,20.39528600434418,25.43781662060531,0.24692736592512501,0.508098098180079,0.2781003950364612
1476,36.55451101298156,17.4054375487475,20.74338649729511,23.638722812919056,0.24692736592514922,0.5080980981799478,0.2781003950365306
1477,38.702356464425705,18.559168695722768,20.81887837500386,24.776287555260495,0.2469273659251237,0.508098098180058,0.278100395036483
1478,40.28007327274321,19.227434946800336,20.881199509703087,25.522745354343535,0.24692736592511727,0.508098098180069,0.27810039503648515
1479,45.89046023052182,19.01378380291801,21.7110646408584,27.03033350856918,0.24692736592512576,0.5080980981800538,0.2781003950364827
1480,48.22135888258921,19.6528666456764,21.452030538429824,27.858575463734336,0.2469273659251255,0.508098098180054,0.27810039503648315
1481,44.10751341200267,19.15605626479411,21.736209186671186,26.66935622251385,0.2469273659251244,0.5080980981800576,0.27810039503648226
1482,40.327492827170886,18.679463284948277,21.939963674173296,25.550473913157756,0.24692736592502348,0.5080980981806912,0.27810039503612866
1483,42.24934352473009,20.757307471209973,21.077079653132138,26.840811735839246,0.24692736592512343,0.5080980981800554,0.2781003950364861
1484,42.03025118651407,20.245146612227934,21.450889203835928,26.63044046717729,0.24692736592515643,0.5080980981800141,0.2781003950364608
1485,37.707531974579055,19.78020402963084,21.049735332683067,25.215245306521712,0.24692736592512574,0.5080980981800478,0.27810039503648903
1486,48.60977651270325,19.835720200689618,21.249174570649622,27.99097962478978,0.2469273659251252,0.5080980981800635,0.27810039503647543
1487,42.20540565425495,18.604689963668502,20.694639857075945,25.629864753166657,0.24692736592512504,0.508098098180051,0.27810039503648737
1488,43.30125758218224,18.812778757272262,21.422767783900273,26.20868276754331,0.24692736592512504,0.5080980981800511,0.27810039503648726
1489,44.355573020241614,19.19744831232086,22.070214606800796,26.844527188079212,0.246927365925146,0.508098098180037,0.2781003950364571
1490,43.369837379343636,19.903564113049747,22.417612397126142,27.05650964094327,0.24692736592512918,0.5080980981800604,0.27810039503647066
1491,43.90285337062997,20.257311075621686,22.264549982185414,27.325297316527088,0.24692736592512526,0.5080980981800439,0.2781003950364928
1492,43.31665885647802,21.022230260229513,22.72782461728087,27.698040691218896,0.2469273659251237,0.5080980981800528,0.27810039503648787
1493,42.26660936763118,20.60852211484436,22.958118570438028,27.29259525432264,0.24692736592512543,0.5080980981800604,0.2781003950364776
1494,46.92873744656889,20.71641922148345,23.421350124722874,28.627449453382727,0.24692736592512615,0.5080980981800611,0.2781003950364756
1495,46.71276889011436,20.061301344023956,22.9525181719543,28.110874407723173,0.24692736592512324,0.5080980981800247,0.2781003950365137
